orderNumber,postingId,moment,isReturned,returnReason
98510198-0071,xxxxx0870687000,2026-03-28 09:30:36,0,
98510198-0063,xxxxx2570081000,2026-03-28 09:30:35,0,
44863504-0333,xxxxx7373768000,2026-03-28 09:27:54,1,Изменил решение о покупке/Товар не подошёл
44863504-0333,xxxxx7371388000,2026-03-28 09:27:54,0,
44863504-0333,xxxxx7371397000,2026-03-28 09:27:54,0,
44863504-0333,xxxxx7371387000,2026-03-28 09:27:54,0,
44863504-0328,xxxxx9541634000,2026-03-28 09:27:54,0,
63135183-0161,xxxxx7710371000,2026-03-28 09:18:25,0,
63135183-0161,xxxxx7707841000,2026-03-28 09:18:25,0,
63135183-0161,xxxxx7710374000,2026-03-28 09:18:25,0,
0137098243-0042,xxxxx0666264000,2026-03-27 20:48:32,0,
0163304184-0130,xxxxx5880000000,2026-03-27 20:39:15,0,
0163304184-0133,xxxxx6059250000,2026-03-27 20:39:15,0,
0163304184-0134,xxxxx1558555000,2026-03-27 20:39:15,0,
0163304184-0129,xxxxx1123040000,2026-03-27 20:39:15,0,
0163304184-0131,xxxxx1066511000,2026-03-27 20:39:15,0,
94649943-0192,xxxxx6482303000,2026-03-27 20:39:11,0,
94649943-0191,xxxxx5986360000,2026-03-27 20:39:11,0,
94649943-0193,xxxxx6547322000,2026-03-27 20:39:11,0,
15092165-0051,xxxxx7312347000,2026-03-27 20:18:40,0,
15092165-0051,xxxxx0281610000,2026-03-27 20:18:40,0,
15092165-0051,xxxxx0281611000,2026-03-27 20:18:40,0,
15092165-0051,xxxxx0281489000,2026-03-27 20:18:40,0,
15092165-0052,xxxxx0145691000,2026-03-27 20:18:40,0,
15092165-0052,xxxxx0145712000,2026-03-27 20:18:40,0,
50211064-0752,xxxxx0360374000,2026-03-27 19:35:39,0,
50211064-0757,xxxxx5075150000,2026-03-27 19:35:39,0,
50211064-0751,xxxxx9913037000,2026-03-27 19:35:39,1,Изменил решение о покупке/Товар не подошёл
50211064-0756,xxxxx8556461000,2026-03-27 19:35:39,1,Изменил решение о покупке/Товар не подошёл
51731127-0206,xxxxx5556476000,2026-03-27 19:28:17,0,
47187045-0317,xxxxx7698090000,2026-03-27 18:58:48,0,
47187045-0321,xxxxx9029477000,2026-03-27 18:58:48,0,
47187045-0316,xxxxx8844901000,2026-03-27 18:58:47,0,
46622633-0067,xxxxx0907363000,2026-03-27 18:44:13,0,
46622633-0067,xxxxx9378872000,2026-03-27 18:44:13,0,
46622633-0067,xxxxx0907365000,2026-03-27 18:44:13,0,
46622633-0067,xxxxx0907364000,2026-03-27 18:44:13,0,
46622633-0067,xxxxx0907361000,2026-03-27 18:44:13,0,
46622633-0067,xxxxx0907362000,2026-03-27 18:44:13,0,
46631815-0950,xxxxx3686499000,2026-03-27 17:39:29,0,
46631815-0946,xxxxx5790643000,2026-03-27 17:39:29,0,
46631815-0949,xxxxx5548129000,2026-03-27 17:39:29,0,
51727604-0416,xxxxx8907675000,2026-03-27 17:33:37,0,
0182770667-0125,xxxxx9244690000,2026-03-27 17:31:55,0,
0182770667-0135,xxxxx2120087000,2026-03-27 17:31:55,0,
42841715-0498,xxxxx0361410000,2026-03-27 17:31:50,0,
55084581-0208,xxxxx4653485000,2026-03-27 17:10:16,0,
55084581-0207,xxxxx3320867000,2026-03-27 17:10:16,0,
51924854-0026,xxxxx6250742000,2026-03-27 17:06:51,0,
51924854-0031,xxxxx6711819000,2026-03-27 17:06:51,0,
0131478915-0073,xxxxx8570549000,2026-03-27 17:06:47,0,
0131478915-0076,xxxxx0239870000,2026-03-27 17:06:47,0,
65733794-0323,xxxxx5512304000,2026-03-27 16:35:17,0,
0199391378-0032,xxxxx5875467000,2026-03-27 16:27:15,0,
65927862-0453,xxxxx1049159000,2026-03-27 16:18:27,0,
51972586-1248,xxxxx6727121000,2026-03-27 15:18:43,0,
51972586-1248,xxxxx6725361000,2026-03-27 15:18:43,0,
0175462859-0031,xxxxx9367625000,2026-03-27 15:09:21,0,
0161503632-0069,xxxxx2327114000,2026-03-27 11:48:09,0,
98510198-0075,xxxxx5011906000,2026-03-27 11:40:13,1,Изменил решение о покупке/Товар не подошёл
98510198-0076,xxxxx0762550000,2026-03-27 11:34:13,1,Изменил решение о покупке/Товар не подошёл
98510198-0077,xxxxx5796937000,2026-03-27 11:34:13,1,Изменил решение о покупке/Товар не подошёл
98510198-0080,xxxxx9466891000,2026-03-27 11:28:10,1,Изменил решение о покупке/Товар не подошёл
98510198-0078,xxxxx7166886000,2026-03-27 11:28:10,1,Привезли другой товар
98510198-0081,xxxxx3665882000,2026-03-27 11:28:10,1,Изменил решение о покупке/Товар не подошёл
0123957589-0072,xxxxx4749582000,2026-03-27 10:49:40,0,
0123957589-0079,xxxxx4648911000,2026-03-27 10:49:40,1,Изменил решение о покупке/Товар не подошёл
0123957589-0078,xxxxx0566000000,2026-03-27 10:49:40,0,
51093669-0068,xxxxx9943733000,2026-03-27 10:25:07,0,
0199112756-0012,xxxxx0164847000,2026-03-27 09:22:30,0,
0199112756-0013,xxxxx3062007000,2026-03-27 09:22:30,0,
37400916-0643,xxxxx0837208000,2026-03-26 20:42:26,0,
37400916-0642,xxxxx9690241000,2026-03-26 20:42:26,0,
0183059106-0050,xxxxx1544411000,2026-03-26 20:35:20,0,
57280309-0310,xxxxx1652135000,2026-03-26 20:27:08,1,Изменил решение о покупке/Товар не подошёл
57280309-0314,xxxxx0749337000,2026-03-26 20:27:08,1,Изменил решение о покупке/Товар не подошёл
57280309-0312,xxxxx1860414000,2026-03-26 20:27:08,0,
65733794-0322,xxxxx9636539000,2026-03-26 20:20:58,0,
65733794-0322,xxxxx9636541000,2026-03-26 20:20:58,0,
65733794-0322,xxxxx9636542000,2026-03-26 20:20:58,0,
65733794-0322,xxxxx9636115000,2026-03-26 20:20:58,0,
65733794-0322,xxxxx9636543000,2026-03-26 20:20:58,0,
65733794-0321,xxxxx5918556000,2026-03-26 20:20:58,1,Изменил решение о покупке/Товар не подошёл
42791284-0202,xxxxx8651504000,2026-03-26 20:16:21,0,
42791284-0202,xxxxx8083871000,2026-03-26 20:16:21,0,
42791284-0202,xxxxx8651502000,2026-03-26 20:16:21,0,
42791284-0201,xxxxx7683251000,2026-03-26 20:13:26,0,
42791284-0203,xxxxx9467827000,2026-03-26 20:13:26,0,
42791284-0203,xxxxx9466062000,2026-03-26 20:13:26,0,
17616161-0054,xxxxx2765294000,2026-03-26 20:13:14,0,
37923713-0050,xxxxx6936056000,2026-03-26 19:24:29,0,
50934074-0054,xxxxx9874674000,2026-03-26 19:10:17,0,
43033901-0108,xxxxx7588705000,2026-03-26 19:09:12,0,
0129036671-0161,xxxxx9872766000,2026-03-26 19:01:25,0,
0129036671-0161,xxxxx9872778000,2026-03-26 19:01:25,0,
0137196523-0189,xxxxx5553132000,2026-03-26 19:00:31,1,Отказ клиента при передаче
0137196523-0193,xxxxx8357752000,2026-03-26 19:00:31,0,
0137196523-0176,xxxxx4500714000,2026-03-26 19:00:31,0,
91895796-0185,xxxxx7862619000,2026-03-26 18:58:03,0,
91895796-0186,xxxxx2362631000,2026-03-26 18:58:03,0,
91895796-0183,xxxxx7701989000,2026-03-26 18:57:41,0,
91895796-0184,xxxxx5311962000,2026-03-26 18:57:41,1,Изменил решение о покупке/Товар не подошёл
65717119-0130,xxxxx6305869000,2026-03-26 18:56:02,0,
83712863-0148,xxxxx0729737000,2026-03-26 18:54:56,0,
83712863-0148,xxxxx0730833000,2026-03-26 18:54:56,0,
83712863-0148,xxxxx0729736000,2026-03-26 18:54:56,0,
83712863-0148,xxxxx0730834000,2026-03-26 18:54:56,0,
64814703-0450,xxxxx8535633000,2026-03-26 18:50:44,0,
64814703-0450,xxxxx8535633000,2026-03-26 18:50:44,0,
36158866-0038,xxxxx3466948000,2026-03-26 18:44:20,0,
37371712-0283,xxxxx2554177000,2026-03-26 18:40:49,0,
37371712-0282,xxxxx8272959000,2026-03-26 18:40:49,0,
37371712-0280,xxxxx1185662000,2026-03-26 18:40:49,0,
63119774-0224,xxxxx8017279000,2026-03-26 18:39:56,0,
37371712-0278,xxxxx4881832000,2026-03-26 18:38:34,1,Отказ клиента: поврежден товар
37371712-0284,xxxxx8896692000,2026-03-26 18:38:34,1,Изменил решение о покупке/Товар не подошёл
37371712-0281,xxxxx8878605000,2026-03-26 18:38:34,1,Изменил решение о покупке/Товар не подошёл
37371712-0279,xxxxx1121626000,2026-03-26 18:38:34,1,Изменил решение о покупке/Товар не подошёл
37371712-0279,xxxxx1121629000,2026-03-26 18:38:34,1,Изменил решение о покупке/Товар не подошёл
37371712-0275,xxxxx1624430000,2026-03-26 18:38:34,0,
85094710-0034,xxxxx2015714000,2026-03-26 18:34:09,1,Изменил решение о покупке/Товар не подошёл
84632471-0118,xxxxx4457360000,2026-03-26 18:33:31,0,
0130484708-0246,xxxxx2375409000,2026-03-26 18:33:05,1,Изменил решение о покупке/Товар не подошёл
0130484708-0246,xxxxx2375403000,2026-03-26 18:33:05,0,
0130484708-0247,xxxxx7540545000,2026-03-26 18:33:05,0,
15536946-0270,xxxxx8882535000,2026-03-26 18:30:05,0,
55130392-0046,xxxxx3367506000,2026-03-26 18:27:59,0,
55130392-0047,xxxxx0211274000,2026-03-26 18:27:59,1,Изменил решение о покупке/Товар не подошёл
0182770667-0126,xxxxx8519348000,2026-03-26 18:03:51,0,
0182770667-0106,xxxxx4646757000,2026-03-26 18:03:51,0,
0182770667-0132,xxxxx2170132000,2026-03-26 18:03:51,0,
0182770667-0133,xxxxx5189518000,2026-03-26 18:03:51,0,
0182770667-0136,xxxxx2135801000,2026-03-26 18:03:51,0,
0182770667-0137,xxxxx3447554000,2026-03-26 18:03:51,0,
78058100-0150,xxxxx4414152000,2026-03-26 17:59:38,1,Изменил решение о покупке/Товар не подошёл
78058100-0153,xxxxx5246785000,2026-03-26 17:59:37,0,
78058100-0137,xxxxx9078908000,2026-03-26 17:59:37,0,
76160766-1019,xxxxx0586577000,2026-03-26 17:50:54,1,Изменил решение о покупке/Товар не подошёл
76160766-1022,xxxxx4721978000,2026-03-26 17:50:54,1,Изменил решение о покупке/Товар не подошёл
76160766-1023,xxxxx0039397000,2026-03-26 17:50:54,1,Изменил решение о покупке/Товар не подошёл
31210898-0390,xxxxx3325402000,2026-03-26 17:31:20,0,
31210898-0389,xxxxx9990402000,2026-03-26 17:31:20,0,
31210898-0386,xxxxx8034889000,2026-03-26 17:31:19,0,
0140076359-0217,xxxxx3948829000,2026-03-26 17:27:31,0,
0140076359-0205,xxxxx2831035000,2026-03-26 17:27:30,0,
0140076359-0204,xxxxx8022823000,2026-03-26 17:27:30,0,
0126052595-0061,xxxxx4545871000,2026-03-26 17:22:59,0,
0139414612-0017,xxxxx3373416000,2026-03-26 16:47:16,0,
0139414612-0015,xxxxx5025233000,2026-03-26 16:47:16,0,
0139414612-0016,xxxxx7909712000,2026-03-26 16:47:16,0,
0139414612-0018,xxxxx0122964000,2026-03-26 16:47:16,0,
0141524962-0031,xxxxx3313413000,2026-03-26 16:17:37,0,
0141524962-0032,xxxxx1595023000,2026-03-26 16:17:37,0,
0141524962-0030,xxxxx2597336000,2026-03-26 16:17:37,1,Изменил решение о покупке/Товар не подошёл
78116842-0277,xxxxx3078899000,2026-03-26 16:11:34,0,
0147970752-0091,xxxxx8715975000,2026-03-26 16:02:16,0,
44152127-0045,xxxxx9610521000,2026-03-26 15:58:11,0,
44152127-0045,xxxxx9611458000,2026-03-26 15:58:11,0,
44152127-0045,xxxxx9611457000,2026-03-26 15:58:11,0,
44152127-0045,xxxxx9610522000,2026-03-26 15:58:11,0,
44152127-0041,xxxxx0189024000,2026-03-26 15:58:10,0,
0129879818-0382,xxxxx1539611000,2026-03-26 14:36:46,0,
56836609-0047,xxxxx3435111000,2026-03-26 14:26:51,0,
56836609-0045,xxxxx4830249000,2026-03-26 14:26:51,0,
56836609-0046,xxxxx5956111000,2026-03-26 14:26:51,0,
36632695-0228,xxxxx7558198000,2026-03-26 14:14:29,0,
36632695-0228,xxxxx7560667000,2026-03-26 14:14:29,0,
56986284-0112,xxxxx9318102000,2026-03-26 13:13:52,0,
56986284-0110,xxxxx4422601000,2026-03-26 13:13:52,0,
61765313-0086,xxxxx5273243000,2026-03-26 13:07:44,0,
61765313-0086,xxxxx1604863000,2026-03-26 13:07:44,0,
35879894-0032,xxxxx9127807000,2026-03-26 12:50:04,0,
35879894-0028,xxxxx9943228000,2026-03-26 12:50:04,0,
89997057-0091,xxxxx4071501000,2026-03-26 12:30:43,0,
50397350-0193,xxxxx6333865000,2026-03-26 12:22:17,0,
50397350-0195,xxxxx6637166000,2026-03-26 12:22:17,0,
50397350-0192,xxxxx5887597000,2026-03-26 12:22:17,0,
50397350-0194,xxxxx1896230000,2026-03-26 12:22:17,0,
0103171578-0102,xxxxx5685843000,2026-03-26 12:08:26,0,
91675583-0085,xxxxx5963996000,2026-03-26 11:47:24,0,
91675583-0083,xxxxx0359713000,2026-03-26 11:47:24,0,
51355398-0319,xxxxx1795730000,2026-03-26 09:13:02,0,
61460233-0148,xxxxx7769579000,2026-03-25 20:49:29,0,
61460233-0147,xxxxx6878079000,2026-03-25 20:49:29,0,
48153081-0053,xxxxx8888680000,2026-03-25 20:45:46,0,
58779901-0089,xxxxx6000482000,2026-03-25 20:11:38,0,
58779901-0089,xxxxx6000483000,2026-03-25 20:11:38,0,
58779901-0089,xxxxx5999169000,2026-03-25 20:11:38,0,
0151219954-0098,xxxxx2272934000,2026-03-25 19:52:05,0,
0151219954-0098,xxxxx2272934000,2026-03-25 19:52:05,0,
39904143-0151,xxxxx2186048000,2026-03-25 19:36:25,0,
0120335968-0236,xxxxx5994928000,2026-03-25 19:28:06,0,
0120335968-0232,xxxxx7170705000,2026-03-25 19:28:06,0,
0120335968-0238,xxxxx5919443000,2026-03-25 19:28:06,0,
0120335968-0240,xxxxx4381142000,2026-03-25 19:28:06,0,
0120335968-0241,xxxxx2966586000,2026-03-25 19:28:06,0,
0120335968-0235,xxxxx0293285000,2026-03-25 19:28:06,0,
0120335968-0230,xxxxx5813807000,2026-03-25 19:28:06,0,
0120335968-0224,xxxxx9177409000,2026-03-25 19:28:06,0,
0120335968-0239,xxxxx8355064000,2026-03-25 19:28:06,0,
0120335968-0234,xxxxx9620269000,2026-03-25 19:28:06,0,
0189178679-0139,xxxxx0427244000,2026-03-25 19:10:41,0,
0189178679-0139,xxxxx0427244000,2026-03-25 19:10:41,0,
0189178679-0139,xxxxx0427244000,2026-03-25 19:10:41,0,
0189178679-0139,xxxxx0427244000,2026-03-25 19:10:41,1,Изменил решение о покупке/Товар не подошёл
0189178679-0139,xxxxx0427244000,2026-03-25 19:10:41,1,Изменил решение о покупке/Товар не подошёл
0189178679-0135,xxxxx5590379000,2026-03-25 19:10:41,0,
0189178679-0140,xxxxx9589073000,2026-03-25 19:10:41,0,
0189178679-0138,xxxxx0424028000,2026-03-25 19:10:41,0,
0189178679-0138,xxxxx0424028000,2026-03-25 19:10:41,0,
0189178679-0138,xxxxx0424028000,2026-03-25 19:10:41,0,
0189178679-0138,xxxxx0424028000,2026-03-25 19:10:41,0,
0189178679-0138,xxxxx0424028000,2026-03-25 19:10:41,0,
0189178679-0147,xxxxx6427584000,2026-03-25 19:10:41,1,Отказ клиента при передаче
0189178679-0146,xxxxx8441811000,2026-03-25 19:10:41,1,Изменил решение о покупке/Товар не подошёл
0189178679-0136,xxxxx1383195000,2026-03-25 19:10:41,0,
0126845061-0036,xxxxx5019333000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019237000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019222000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019218000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5016668000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019209000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019219000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019238000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019107000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019123000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019109000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5016653000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019108000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019111000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019125000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019220000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019122000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5016665000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019110000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019100000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019124000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019230000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019329000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019231000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019258000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019259000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019262000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019250000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5016667000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019261000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019249000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019260000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019053000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019330000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019052000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019068000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019050000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5016670000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5016669000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019221000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019235000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019334000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019232000,2026-03-25 18:57:23,0,
0126845061-0036,xxxxx5019335000,2026-03-25 18:57:23,0,
0126845061-0039,xxxxx5878547000,2026-03-25 18:57:23,0,
0126845061-0039,xxxxx5878547000,2026-03-25 18:57:23,0,
0126845061-0039,xxxxx5878547000,2026-03-25 18:57:23,0,
0126845061-0039,xxxxx5878547000,2026-03-25 18:57:23,0,
0126845061-0039,xxxxx5878547000,2026-03-25 18:57:23,0,
0126845061-0039,xxxxx5878547000,2026-03-25 18:57:23,0,
0126845061-0039,xxxxx5878547000,2026-03-25 18:57:23,0,
0126845061-0039,xxxxx5878547000,2026-03-25 18:57:23,0,
0126845061-0031,xxxxx3931459000,2026-03-25 18:57:23,0,
0126845061-0040,xxxxx9361102000,2026-03-25 18:57:23,0,
0174040321-0125,xxxxx0117218000,2026-03-25 18:43:52,1,Изменил решение о покупке/Товар не подошёл
0174040321-0126,xxxxx7124644000,2026-03-25 18:43:52,1,Изменил решение о покупке/Товар не подошёл
0174040321-0126,xxxxx1319379000,2026-03-25 18:43:52,1,Изменил решение о покупке/Товар не подошёл
0174040321-0126,xxxxx7124711000,2026-03-25 18:43:52,1,Изменил решение о покупке/Товар не подошёл
0174040321-0126,xxxxx7124732000,2026-03-25 18:43:52,1,Изменил решение о покупке/Товар не подошёл
0174040321-0126,xxxxx7124743000,2026-03-25 18:43:52,1,Изменил решение о покупке/Товар не подошёл
0174040321-0126,xxxxx7124756000,2026-03-25 18:43:52,1,Изменил решение о покупке/Товар не подошёл
0174040321-0125,xxxxx0117217000,2026-03-25 18:43:52,0,
0174040321-0126,xxxxx7124659000,2026-03-25 18:43:52,0,
82608809-0204,xxxxx0917950000,2026-03-25 18:27:41,0,
82608809-0205,xxxxx8527624000,2026-03-25 18:27:41,0,
0133840550-0013,xxxxx0251420000,2026-03-25 18:27:16,0,
42401573-0185,xxxxx3221521000,2026-03-25 18:26:43,1,Проблемы с качеством товара (брак товара)
42401573-0185,xxxxx6868166000,2026-03-25 18:26:43,0,
42401573-0185,xxxxx3221454000,2026-03-25 18:26:43,0,
42401573-0185,xxxxx6868167000,2026-03-25 18:26:43,0,
42401573-0185,xxxxx6868165000,2026-03-25 18:26:43,0,
42401573-0185,xxxxx6868157000,2026-03-25 18:26:43,0,
42401573-0186,xxxxx2357621000,2026-03-25 18:26:42,0,
42401573-0181,xxxxx7171530000,2026-03-25 18:26:42,0,
42401573-0182,xxxxx7456501000,2026-03-25 18:26:42,0,
55659211-0021,xxxxx7713323000,2026-03-25 18:25:01,0,
58146620-0294,xxxxx1066986000,2026-03-25 18:22:39,0,
51645603-0217,xxxxx1950120000,2026-03-25 18:15:57,0,
66188280-0052,xxxxx5183531000,2026-03-25 17:21:32,1,Изменил решение о покупке/Товар не подошёл
66188280-0051,xxxxx9933062000,2026-03-25 17:21:31,0,
36184234-0237,xxxxx6977899000,2026-03-25 16:36:54,0,
36184234-0237,xxxxx6977894000,2026-03-25 16:36:54,0,
36184234-0237,xxxxx6977928000,2026-03-25 16:36:54,0,
36184234-0238,xxxxx3789912000,2026-03-25 16:36:54,0,
50585552-0731,xxxxx7422811000,2026-03-25 16:33:22,0,
38996060-0179,xxxxx0818020000,2026-03-25 16:05:09,0,
38996060-0180,xxxxx2923349000,2026-03-25 16:05:09,0,
38996060-0180,xxxxx0710518000,2026-03-25 16:05:09,0,
